id,nodeid,nodetype,workgroupid,username,id,name,sgender,parentprojectid,data
4140,node_11.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393861936000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861936380,""assessments"":[{""response"":{""id"":""tcxPSi2Akc"",""text"":""In general, dominant alleles will be greater in number than recessive alleles on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Conditions on the island ""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""gOyHhVkmZU"",""text"":""The proportion of dominant and recessive alleles will be roughly 75% to 25%."",""autoScoreResult"":{""maxScore"":1}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861863000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393861951000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861951076,""assessments"":[{""response"":{""id"":""JHuPM5bWzA"",""text"":""The environment played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":null,""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861936000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393861976000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861976036,""assessments"":[{""response"":{""text"":""Adapted to their surroundings ""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861951000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862034000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862034879,""assessments"":[{""response"":{""id"":""mIYVJptkTc"",""text"":""0: Played no role or a negligible role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""fmdTP5iQke"",""text"":""1: Played a role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""zs1fTyeNxl"",""text"":""0: Played no role or a negligible role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""UXnAKBSSp0"",""text"":""2: Played a major role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""7sU1Vp2JTv"",""text"":""1: Played a role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861976000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862082000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862082123,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""If you keep them together they will die of disease ""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862034000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862143000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862143943,""assessments"":[{""response"":{""id"":""cUxo17cncv"",""text"":""The distance between each child does not affect the average distance they travel."",""autoScoreResult"":{""maxScore"":1}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""They still have to walk the same distance ""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""3E2OMIdUFF"",""text"":""Where they are in the line does not affect the distance they have to walk."",""autoScoreResult"":{""maxScore"":1}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""Same as above""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862082000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862376000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862376749,""assessments"":[{""response"":{""id"":""YcfeAaEgX8"",""text"":""Path C"",""autoScoreResult"":{""maxScore"":1}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""iON7GXiBl4"",""text"":""Yes he should, because it will increase his chances of reaching to the charging station."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""He gets to skip one he chanced ""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862350000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393862418000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862398785,""assessments"":[{""response"":{""id"":""tTJnOIqaAU"",""text"":""It rains AND your friend passes the history final."",""autoScoreResult"":{""maxScore"":1}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862376000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862477000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862475358,""assessments"":[{""response"":{""id"":""aDuW5lYF3W"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""3Z80EmYdQY"",""text"":""Graph C"",""autoScoreResult"":{""maxScore"":1}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862426000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6618,MeganS1118,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393862526000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862523472,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862516000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861689000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861689182,""assessments"":[{""response"":{""id"":""uEOH6H5gM6"",""text"":""During treatment with an antibiotic, all of the bacteria gradually become more resistant to the antibiotic the more they are exposed to it.  They all survive and pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""GgbrobIIHS"",""text"":""Some of the individual birds would try to develop new beaks so that they could eat the seeds that are harder to crack open.  Those birds would be more likely to survive and reproduce, and the other birds would likely die."",""autoScoreResult"":{""maxScore"":1}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""HicmKwpJTB"",""text"":""The gene pool becomes more diverse"",""autoScoreResult"":{""maxScore"":1}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""Because they are choosing at random\n""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861553000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861776000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861776048,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":null,""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""0uDqMHlc1D"",""text"":""They can conclude that 60F is better than 90F for growing these plants and that one cup of water is better than two cups of water for growing these plants."",""autoScoreResult"":{""maxScore"":0}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861689000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393861869000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861868418,""assessments"":[{""response"":{""id"":""AIrZ8buLJ5"",""text"":""On both parts, the average length of their tail will have increased."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""Because they need their tails long to survive""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861776000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393861940000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861938331,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""These traits arent nessicary""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""3nOYpft3p2"",""text"":""It is hard to predict what the proportion of dominant and recessive alleles would be."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861869000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862006000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862005787,""assessments"":[{""response"":{""id"":""JHuPM5bWzA"",""text"":""The environment played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""The environment dictates how traits are expressed""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861940000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862054000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862053188,""assessments"":[{""response"":{""text"":""They changed to camorlage in the environment""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862006000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862105000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862105988,""assessments"":[{""response"":{""id"":""mIYVJptkTc"",""text"":""0: Played no role or a negligible role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""4rBmXq6jSy"",""text"":""0: Played no role or a negligible role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""lke6ExygmR"",""text"":""2: Played a major role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""3uAeu2Mg6q"",""text"":""0: Played no role or a negligible role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""7sU1Vp2JTv"",""text"":""1: Played a role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862054000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862183000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862183088,""assessments"":[{""response"":{""id"":""s26rNhKN4B"",""text"":""Reserve for panthers"",""autoScoreResult"":{""maxScore"":0}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""The new breed woukd cause competition""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862106000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862275000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862275299,""assessments"":[{""response"":{""id"":""cUxo17cncv"",""text"":""The distance between each child does not affect the average distance they travel."",""autoScoreResult"":{""maxScore"":1}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""They all have to go the same distance""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""3E2OMIdUFF"",""text"":""Where they are in the line does not affect the distance they have to walk."",""autoScoreResult"":{""maxScore"":1}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""They are all going to the same place\n""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862183000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862342000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862342094,""assessments"":[{""response"":{""id"":""xa00v46q80"",""text"":""Path D"",""autoScoreResult"":{""maxScore"":1}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""PTFpqYHgPZ"",""text"":""No, he shouldn't, because it will decrease his chances of reaching to the charing station."",""autoScoreResult"":{""maxScore"":1}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""He is leaving more up to chance\n""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862275000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862367000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862367866,""assessments"":[{""response"":{""id"":""mPXVQWc2bI"",""text"":""Graph C"",""autoScoreResult"":{""maxScore"":1}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""J6pbtlzM1t"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862342000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6613,MackenzieS0506,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393862402000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862388490,""assessments"":[{""response"":{""id"":""tTJnOIqaAU"",""text"":""It rains AND your friend passes the history final."",""autoScoreResult"":{""maxScore"":1}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862367000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861855000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861855029,""assessments"":[{""response"":{""id"":""LyvcCBaP8Y"",""text"":""During treatment with an antibiotic, only those individual bacteria that already have a trait that helps them survive the effects of the antibiotic will live.  Their offspring in the next generation will also have this trait. "",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""22bTxmxYGM"",""text"":""The gene pool stays the same"",""autoScoreResult"":{""maxScore"":1}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""Every time you will have the same two animals so you can only ever get DNA From those animals so it does not become more diverse, it stays the same.""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861625000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861971000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861971152,""assessments"":[{""response"":{""id"":""mwilZluP7g"",""text"":""She can be absolutely certain that the real airplane will fly well in the rain, but only if her model includes all of the things she thinks might affect how the real airplane flies in the rain."",""autoScoreResult"":{""maxScore"":1}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861855000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862117000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862088169,""assessments"":[{""response"":{""id"":""AIrZ8buLJ5"",""text"":""On both parts, the average length of their tail will have increased."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""Both species will want to hide from humans so will want to retreat into the Forrest so their tails will grow longer.""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861971000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862324000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862316948,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Since the traits have no effect on survival it is likely the ratio will remain the same because lizards are not trying to mate will a spot lizard more than a not spotted lizard.""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""gOyHhVkmZU"",""text"":""The proportion of dominant and recessive alleles will be roughly 75% to 25%."",""autoScoreResult"":{""maxScore"":1}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862117000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862506000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862498660,""assessments"":[{""response"":{""id"":""tpCiMIbSWT"",""text"":""Chance played a bigger role in one than the other."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""For non survival characteristics it's just going to be chance if you have it or not but for survival characteristics lthe ones that don't have it will not be around because they didn't have it so you will have more long tailed lizards, increasing the odds of being long tailed.""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862328000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862634000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862628969,""assessments"":[{""response"":{""text"":""The green lizards were too easy to see so they were eaten leaving only the lizards who adapted to become  reddish , those lizards were probably a bit redder to start with then had redder children and those children hD red children and so on.""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862506000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862697000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862697526,""assessments"":[{""response"":{""id"":""gZEJdqfwGr"",""text"":""1: Played a role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""4rBmXq6jSy"",""text"":""0: Played no role or a negligible role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""LSDbBrHyyb"",""text"":""1: Played a role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""3uAeu2Mg6q"",""text"":""0: Played no role or a negligible role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""pGhZCBP8qC"",""text"":""0: Played no role or a negligible role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862634000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6620,CaitlinF0914,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862827000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862822763,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""When there is inbreeding in a species the species has more health problems by introducing a new breed you get new DNA which will hopeful result in healthy offspring.""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862697000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
